season,mechanism,alpha,sigma_scale,n_sims,n_finalists,top_judge_final,champion_mode,champion_mode_prob,champion_mode_prob_se,champion_entropy,tpi_season_avg,tpi_n,tpi_std,tpi_p05,tpi_p95,tpi_boot_p025,tpi_boot_p975,fan_vs_uniform_contrast,fan_vs_uniform_contrast_se,robust_fail_rate,robust_fail_rate_se,robust_fail_rate_fixed,robust_fail_rate_fixed_se,robust_fail_rate_random_bottom_k,robust_fail_rate_random_bottom_k_se,robust_fail_rate_add,robust_fail_rate_add_se,robust_fail_rate_redistribute,robust_fail_rate_redistribute_se,outlier_mult
1,percent_log,0.5,2.0,100,2,Kelly Monaco,John O'Hurley,0.51,0.04998999899979995,0.9167063262303667,0.707586111111111,100,0.10773621514981545,0.5944444444444444,0.7999999999999999,0.6870054861111111,0.7257184722222221,0.57,0.04950757517794625,0.68,0.0466476151587624,,,0.5,0.05,0.63,0.048280430818293245,0.8,0.04,10.0
1,dynamic_weight,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.671822361111111,0.7112184027777778,0.49,0.04998999899979995,0.59,0.04918333050943175,,,0.43,0.04950757517794625,0.52,0.049959983987187186,0.76,0.04270831300812525,2.0
1,dynamic_weight,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.671822361111111,0.7112184027777778,0.49,0.04998999899979995,0.64,0.048,,,0.46,0.04983974317750845,0.57,0.04950757517794625,0.82,0.0384187454245971,5.0
1,dynamic_weight,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.671822361111111,0.7112184027777778,0.49,0.04998999899979995,0.62,0.048538644398046386,,,0.42,0.04935585071701227,0.68,0.0466476151587624,0.82,0.0384187454245971,10.0
1,percent_cap,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.6735016666666666,0.7120927777777777,0.49,0.04998999899979995,0.61,0.048774993593028795,,,0.48,0.049959983987187186,0.55,0.049749371855330994,0.76,0.04270831300812525,2.0
1,percent_cap,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.6735016666666666,0.7120927777777777,0.49,0.04998999899979995,0.64,0.048,,,0.48,0.049959983987187186,0.62,0.048538644398046386,0.81,0.03923009049186606,5.0
1,percent_cap,0.5,2.0,100,2,Kelly Monaco,Kelly Monaco,0.51,0.04998999899979995,0.7903697404949578,0.693825,100,0.10491354654831424,0.5944444444444444,0.7999999999999999,0.6735016666666666,0.7120927777777777,0.49,0.04998999899979995,0.64,0.048,,,0.43,0.04950757517794625,0.71,0.04537620521815371,0.81,0.03923009049186606,10.0
2,percent,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0485648704147088,0.8570915532879817,100,0.18806931550722958,0.40773809523809523,0.9652777777777778,0.8237738095238095,0.8900667446145123,0.57,0.04950757517794625,0.66,0.04737087712930804,,,0.63,0.048280430818293245,0.59,0.04918333050943175,0.64,0.048,2.0
2,percent,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0485648704147088,0.8570915532879817,100,0.18806931550722958,0.40773809523809523,0.9652777777777778,0.8237738095238095,0.8900667446145123,0.57,0.04950757517794625,0.76,0.04270831300812525,,,0.64,0.048,0.58,0.04935585071701227,0.95,0.021794494717703377,5.0
2,percent,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0485648704147088,0.8570915532879817,100,0.18806931550722958,0.40773809523809523,0.9652777777777778,0.8237738095238095,0.8900667446145123,0.57,0.04950757517794625,0.7,0.045825756949558406,,,0.58,0.04935585071701227,0.63,0.048280430818293245,0.95,0.021794494717703377,10.0
2,rank,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.93,0.02551470164434614,0.28234708920188,0.9559642857142856,100,0.0573369722987664,0.9029761904761904,0.9652777777777778,0.9410915674603174,0.9640317460317459,0.07,0.02551470164434615,0.15,0.035707142142714254,,,0.11,0.03128897569432403,0.12,0.03249615361854384,0.11,0.03128897569432403,2.0
2,rank,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.93,0.02551470164434614,0.28234708920188,0.9559642857142856,100,0.0573369722987664,0.9029761904761904,0.9652777777777778,0.9410915674603174,0.9640317460317459,0.07,0.02551470164434615,0.16,0.03666060555964672,,,0.1,0.030000000000000002,0.07,0.02551470164434615,0.27,0.044395945760846225,5.0
2,rank,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.93,0.02551470164434614,0.28234708920188,0.9559642857142856,100,0.0573369722987664,0.9029761904761904,0.9652777777777778,0.9410915674603174,0.9640317460317459,0.07,0.02551470164434615,0.18,0.03841874542459709,,,0.09,0.02861817604250837,0.09,0.02861817604250837,0.27,0.044395945760846225,10.0
2,percent_judge_save,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.55,0.049749371855330994,0.95865802874432,0.8585317460317461,100,0.17738466924542914,0.40773809523809523,0.9652777777777778,0.8250334325396825,0.8883083333333333,0.68,0.0466476151587624,0.72,0.0448998886412873,,,0.64,0.048,0.68,0.0466476151587624,0.72,0.0448998886412873,2.0
2,percent_judge_save,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.55,0.049749371855330994,0.95865802874432,0.8585317460317461,100,0.17738466924542914,0.40773809523809523,0.9652777777777778,0.8250334325396825,0.8883083333333333,0.68,0.0466476151587624,0.81,0.03923009049186606,,,0.63,0.048280430818293245,0.68,0.0466476151587624,1.0,0.0,5.0
2,percent_judge_save,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.55,0.049749371855330994,0.95865802874432,0.8585317460317461,100,0.17738466924542914,0.40773809523809523,0.9652777777777778,0.8250334325396825,0.8883083333333333,0.68,0.0466476151587624,0.88,0.03249615361854384,,,0.64,0.048,0.7,0.045825756949558406,1.0,0.0,10.0
2,percent_sqrt,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.4,0.04898979485566356,1.1800796211150282,0.7946556122448979,100,0.22865170319389924,0.40773809523809523,0.9652777777777778,0.7484719954648527,0.8364325113378682,0.67,0.04702127178203499,0.67,0.04702127178203499,,,0.52,0.049959983987187186,0.59,0.04918333050943175,0.72,0.0448998886412873,2.0
2,percent_sqrt,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.4,0.04898979485566356,1.1800796211150282,0.7946556122448979,100,0.22865170319389924,0.40773809523809523,0.9652777777777778,0.7484719954648527,0.8364325113378682,0.67,0.04702127178203499,0.8,0.04,,,0.66,0.04737087712930804,0.72,0.0448998886412873,0.82,0.0384187454245971,5.0
2,percent_sqrt,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.4,0.04898979485566356,1.1800796211150282,0.7946556122448979,100,0.22865170319389924,0.40773809523809523,0.9652777777777778,0.7484719954648527,0.8364325113378682,0.67,0.04702127178203499,0.78,0.04142463035441595,,,0.64,0.048,0.71,0.04537620521815371,0.82,0.0384187454245971,10.0
2,percent_log,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.43,0.04950757517794625,1.3056137646349333,0.7883974867724869,100,0.2234289942762662,0.40773809523809523,0.9652777777777778,0.7404834939531368,0.8359172052154198,0.72,0.0448998886412873,0.74,0.04386342439892262,,,0.68,0.0466476151587624,0.68,0.0466476151587624,0.69,0.04624932431938871,2.0
2,percent_log,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.43,0.04950757517794625,1.3056137646349333,0.7883974867724869,100,0.2234289942762662,0.40773809523809523,0.9652777777777778,0.7404834939531368,0.8359172052154198,0.72,0.0448998886412873,0.71,0.04537620521815371,,,0.71,0.04537620521815371,0.7,0.045825756949558406,0.84,0.036660605559646724,5.0
2,percent_log,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.43,0.04950757517794625,1.3056137646349333,0.7883974867724869,100,0.2234289942762662,0.40773809523809523,0.9652777777777778,0.7404834939531368,0.8359172052154198,0.72,0.0448998886412873,0.75,0.04330127018922193,,,0.67,0.04702127178203499,0.69,0.04624932431938871,0.84,0.036660605559646724,10.0
2,dynamic_weight,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0590820587257619,0.8521391723356008,100,0.1932966840582134,0.40773809523809523,0.9652777777777778,0.8106101969954649,0.8852347293083899,0.57,0.04950757517794625,0.67,0.04702127178203499,,,0.64,0.048,0.6,0.04898979485566356,0.62,0.048538644398046386,2.0
2,dynamic_weight,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0590820587257619,0.8521391723356008,100,0.1932966840582134,0.40773809523809523,0.9652777777777778,0.8106101969954649,0.8852347293083899,0.57,0.04950757517794625,0.79,0.0407308237088326,,,0.64,0.048,0.61,0.048774993593028795,0.91,0.028618176042508364,5.0
2,dynamic_weight,0.5,2.0,100,3,Drew Lachey,Drew Lachey,0.43,0.04950757517794625,1.0590820587257619,0.8521391723356008,100,0.1932966840582134,0.40773809523809523,0.9652777777777778,0.8106101969954649,0.8852347293083899,0.57,0.04950757517794625,0.7,0.045825756949558406,,,0.58,0.04935585071701227,0.64,0.048,0.91,0.028618176042508364,10.0
2,percent_cap,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.39,0.048774993593028795,1.1140690635626733,0.8143574263038548,100,0.2217817395923787,0.40773809523809523,0.9652777777777778,0.7697400651927436,0.8559592049319726,0.62,0.048538644398046386,0.67,0.04702127178203499,,,0.61,0.048774993593028795,0.6,0.04898979485566356,0.61,0.048774993593028795,2.0
2,percent_cap,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.39,0.048774993593028795,1.1140690635626733,0.8143574263038548,100,0.2217817395923787,0.40773809523809523,0.9652777777777778,0.7697400651927436,0.8559592049319726,0.62,0.048538644398046386,0.76,0.04270831300812525,,,0.66,0.04737087712930804,0.66,0.04737087712930804,0.88,0.03249615361854384,5.0
2,percent_cap,0.5,2.0,100,3,Drew Lachey,Stacy Keibler,0.39,0.048774993593028795,1.1140690635626733,0.8143574263038548,100,0.2217817395923787,0.40773809523809523,0.9652777777777778,0.7697400651927436,0.8559592049319726,0.62,0.048538644398046386,0.74,0.04386342439892262,,,0.62,0.048538644398046386,0.64,0.048,0.88,0.03249615361854384,10.0
3,percent,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.46,0.04983974317750845,1.1716146008221486,0.8108204365079363,100,0.06843431041656421,0.6400568181818181,0.8666666666666666,0.7977344592502403,0.82349590518278,0.54,0.04983974317750845,0.5,0.05,,,0.53,0.04990991885387112,0.53,0.04990991885387112,0.5,0.05,2.0
3,percent,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.46,0.04983974317750845,1.1716146008221486,0.8108204365079363,100,0.06843431041656421,0.6400568181818181,0.8666666666666666,0.7977344592502403,0.82349590518278,0.54,0.04983974317750845,0.52,0.049959983987187186,,,0.5,0.05,0.57,0.04950757517794625,0.38,0.048538644398046386,5.0
3,percent,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.46,0.04983974317750845,1.1716146008221486,0.8108204365079363,100,0.06843431041656421,0.6400568181818181,0.8666666666666666,0.7977344592502403,0.82349590518278,0.54,0.04983974317750845,0.5,0.05,,,0.57,0.04950757517794625,0.53,0.04990991885387112,0.38,0.048538644398046386,10.0
3,rank,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.53,0.04990991885387112,0.9359127193810328,0.8306814604377104,100,0.042490617827288274,0.759066859066859,0.8666666666666666,0.8220809547107981,0.8395429897186145,0.47,0.04990991885387112,0.56,0.04963869458396342,,,0.62,0.048538644398046386,0.55,0.049749371855330994,0.46,0.04983974317750845,2.0
3,rank,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.53,0.04990991885387112,0.9359127193810328,0.8306814604377104,100,0.042490617827288274,0.759066859066859,0.8666666666666666,0.8220809547107981,0.8395429897186145,0.47,0.04990991885387112,0.49,0.04998999899979995,,,0.61,0.048774993593028795,0.48,0.049959983987187186,0.36,0.048,5.0
3,rank,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.53,0.04990991885387112,0.9359127193810328,0.8306814604377104,100,0.042490617827288274,0.759066859066859,0.8666666666666666,0.8220809547107981,0.8395429897186145,0.47,0.04990991885387112,0.47,0.04990991885387112,,,0.63,0.048280430818293245,0.42,0.04935585071701227,0.36,0.048,10.0
3,percent_judge_save,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.57,0.04950757517794625,0.9613369651270807,0.8336728475228473,100,0.039794210524070076,0.759066859066859,0.8666666666666666,0.8259358201058199,0.8399931213924963,0.43,0.04950757517794625,0.54,0.04983974317750845,,,0.59,0.04918333050943175,0.51,0.04998999899979995,0.51,0.04998999899979995,2.0
3,percent_judge_save,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.57,0.04950757517794625,0.9613369651270807,0.8336728475228473,100,0.039794210524070076,0.759066859066859,0.8666666666666666,0.8259358201058199,0.8399931213924963,0.43,0.04950757517794625,0.5,0.05,,,0.62,0.048538644398046386,0.58,0.04935585071701227,0.39,0.048774993593028795,5.0
3,percent_judge_save,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.57,0.04950757517794625,0.9613369651270807,0.8336728475228473,100,0.039794210524070076,0.759066859066859,0.8666666666666666,0.8259358201058199,0.8399931213924963,0.43,0.04950757517794625,0.47,0.04990991885387112,,,0.6,0.04898979485566356,0.57,0.04950757517794625,0.39,0.048774993593028795,10.0
3,percent_sqrt,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.43,0.04950757517794625,1.1154638627925861,0.8139944775132273,100,0.06063745265336626,0.6400568181818181,0.8666666666666666,0.8003524867724866,0.8244474074074072,0.57,0.04950757517794625,0.47,0.04990991885387112,,,0.45,0.049749371855331,0.51,0.04998999899979995,0.53,0.04990991885387112,2.0
3,percent_sqrt,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.43,0.04950757517794625,1.1154638627925861,0.8139944775132273,100,0.06063745265336626,0.6400568181818181,0.8666666666666666,0.8003524867724866,0.8244474074074072,0.57,0.04950757517794625,0.47,0.04990991885387112,,,0.48,0.049959983987187186,0.56,0.04963869458396342,0.4,0.04898979485566356,5.0
3,percent_sqrt,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.43,0.04950757517794625,1.1154638627925861,0.8139944775132273,100,0.06063745265336626,0.6400568181818181,0.8666666666666666,0.8003524867724866,0.8244474074074072,0.57,0.04950757517794625,0.43,0.04950757517794625,,,0.52,0.049959983987187186,0.54,0.04983974317750845,0.4,0.04898979485566356,10.0
3,percent_log,0.5,2.0,100,2,Emmitt Smith,Emmitt Smith,0.42,0.04935585071701227,1.3233581342868048,0.7816051939462652,100,0.1327859912943835,0.6400568181818181,0.8666666666666666,0.749661946613241,0.8046618723051088,0.64,0.048,0.51,0.04998999899979995,,,0.5,0.05,0.56,0.04963869458396342,0.49,0.04998999899979995,2.0
3,percent_log,0.5,2.0,100,2,Emmitt Smith,Emmitt Smith,0.42,0.04935585071701227,1.3233581342868048,0.7816051939462652,100,0.1327859912943835,0.6400568181818181,0.8666666666666666,0.749661946613241,0.8046618723051088,0.64,0.048,0.53,0.04990991885387112,,,0.46,0.04983974317750845,0.54,0.04983974317750845,0.5,0.05,5.0
3,percent_log,0.5,2.0,100,2,Emmitt Smith,Emmitt Smith,0.42,0.04935585071701227,1.3233581342868048,0.7816051939462652,100,0.1327859912943835,0.6400568181818181,0.8666666666666666,0.749661946613241,0.8046618723051088,0.64,0.048,0.56,0.04963869458396342,,,0.48,0.049959983987187186,0.53,0.04990991885387112,0.5,0.05,10.0
3,dynamic_weight,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.45,0.049749371855331,1.2068512594464698,0.8091008340204767,100,0.08438411322007458,0.6400568181818181,0.8666666666666666,0.7915164830168178,0.824710271088865,0.55,0.049749371855330994,0.55,0.049749371855330994,,,0.56,0.04963869458396342,0.55,0.049749371855330994,0.51,0.04998999899979995,2.0
3,dynamic_weight,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.45,0.049749371855331,1.2068512594464698,0.8091008340204767,100,0.08438411322007458,0.6400568181818181,0.8666666666666666,0.7915164830168178,0.824710271088865,0.55,0.049749371855330994,0.5,0.05,,,0.52,0.049959983987187186,0.59,0.04918333050943175,0.38,0.048538644398046386,5.0
3,dynamic_weight,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.45,0.049749371855331,1.2068512594464698,0.8091008340204767,100,0.08438411322007458,0.6400568181818181,0.8666666666666666,0.7915164830168178,0.824710271088865,0.55,0.049749371855330994,0.46,0.04983974317750845,,,0.54,0.04983974317750845,0.55,0.049749371855330994,0.38,0.048538644398046386,10.0
3,percent_cap,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.42,0.04935585071701227,1.1885231165019983,0.8078955069401498,100,0.08350361792660428,0.6400568181818181,0.8666666666666666,0.7897862291816977,0.8222782023680685,0.58,0.04935585071701227,0.48,0.049959983987187186,,,0.5,0.05,0.5,0.05,0.5,0.05,2.0
3,percent_cap,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.42,0.04935585071701227,1.1885231165019983,0.8078955069401498,100,0.08350361792660428,0.6400568181818181,0.8666666666666666,0.7897862291816977,0.8222782023680685,0.58,0.04935585071701227,0.51,0.04998999899979995,,,0.54,0.04983974317750845,0.58,0.04935585071701227,0.34,0.04737087712930804,5.0
3,percent_cap,0.5,2.0,100,2,Emmitt Smith,Mario Lopez,0.42,0.04935585071701227,1.1885231165019983,0.8078955069401498,100,0.08350361792660428,0.6400568181818181,0.8666666666666666,0.7897862291816977,0.8222782023680685,0.58,0.04935585071701227,0.47,0.04990991885387112,,,0.51,0.04998999899979995,0.53,0.04990991885387112,0.34,0.04737087712930804,10.0
4,percent,0.5,2.0,100,3,Apolo Anton Ohno,Joey Fatone,0.36,0.048,1.0942157559265195,0.8337842352092353,100,0.039458004192177265,0.7772979797979798,0.8749134199134199,0.826217408008658,0.8409866414141416,0.65,0.047696960070847276,0.65,0.047696960070847276,,,0.61,0.048774993593028795,0.64,0.048,0.68,0.0466476151587624,2.0
4,percent,0.5,2.0,100,3,Apolo Anton Ohno,Joey Fatone,0.36,0.048,1.0942157559265195,0.8337842352092353,100,0.039458004192177265,0.7772979797979798,0.8749134199134199,0.826217408008658,0.8409866414141416,0.65,0.047696960070847276,0.67,0.04702127178203499,,,0.62,0.048538644398046386,0.7,0.045825756949558406,0.97,0.017058722109231986,5.0
4,percent,0.5,2.0,100,3,Apolo Anton Ohno,Joey Fatone,0.36,0.048,1.0942157559265195,0.8337842352092353,100,0.039458004192177265,0.7772979797979798,0.8749134199134199,0.826217408008658,0.8409866414141416,0.65,0.047696960070847276,0.75,0.04330127018922193,,,0.65,0.047696960070847276,0.69,0.04624932431938871,0.97,0.017058722109231986,10.0
4,rank,0.5,2.0,100,3,Apolo Anton Ohno,Apolo Anton Ohno,0.63,0.048280430818293245,0.6589556806830628,0.8518361471861473,100,0.017774503266058988,0.8382828282828283,0.8749134199134199,0.8492628481240981,0.8551420580808082,0.37,0.048280430818293245,0.37,0.048280430818293245,,,0.34,0.04737087712930804,0.37,0.048280430818293245,0.48,0.049959983987187186,2.0
4,rank,0.5,2.0,100,3,Apolo Anton Ohno,Apolo Anton Ohno,0.63,0.048280430818293245,0.6589556806830628,0.8518361471861473,100,0.017774503266058988,0.8382828282828283,0.8749134199134199,0.8492628481240981,0.8551420580808082,0.37,0.048280430818293245,0.38,0.048538644398046386,,,0.31,0.04624932431938871,0.37,0.048280430818293245,0.34,0.04737087712930804,5.0
4,rank,0.5,2.0,100,3,Apolo Anton Ohno,Apolo Anton Ohno,0.63,0.048280430818293245,0.6589556806830628,0.8518361471861473,100,0.017774503266058988,0.8382828282828283,0.8749134199134199,0.8492628481240981,0.8551420580808082,0.37,0.048280430818293245,0.46,0.04983974317750845,,,0.29,0.045376205218153706,0.44,0.04963869458396343,0.34,0.04737087712930804,10.0
4,percent_judge_save,0.5,2.0,100,3,Apolo Anton Ohno,Laila Ali,0.36,0.048,1.0920192874506351,0.8295152958152958,100,0.041984522040800505,0.7772979797979798,0.8749134199134199,0.8210779464285713,0.8362397249278498,0.72,0.0448998886412873,0.68,0.0466476151587624,,,0.67,0.04702127178203499,0.71,0.04537620521815371,0.79,0.0407308237088326,2.0
4,percent_judge_save,0.5,2.0,100,3,Apolo Anton Ohno,Laila Ali,0.36,0.048,1.0920192874506351,0.8295152958152958,100,0.041984522040800505,0.7772979797979798,0.8749134199134199,0.8210779464285713,0.8362397249278498,0.72,0.0448998886412873,0.79,0.0407308237088326,,,0.68,0.0466476151587624,0.71,0.04537620521815371,0.99,0.009949874371066205,5.0
4,percent_judge_save,0.5,2.0,100,3,Apolo Anton Ohno,Laila Ali,0.36,0.048,1.0920192874506351,0.8295152958152958,100,0.041984522040800505,0.7772979797979798,0.8749134199134199,0.8210779464285713,0.8362397249278498,0.72,0.0448998886412873,0.87,0.03363034344160047,,,0.65,0.047696960070847276,0.73,0.044395945760846225,0.99,0.009949874371066205,10.0
4,percent_sqrt,0.5,2.0,100,3,Apolo Anton Ohno,Apolo Anton Ohno,0.36,0.048,1.1351605964785234,0.833004902196569,100,0.04333303778332418,0.7772979797979798,0.8749134199134199,0.8243360512866766,0.840743098845599,0.64,0.048,0.7,0.045825756949558406,,,0.68,0.0466476151587624,0.73,0.044395945760846225,0.78,0.04142463035441595,2.0
