season,week,celebrity_name,judge_score_pct,judge_rank,eliminated_this_week,withdrew_this_week,mechanism,fan_share_mean,fan_share_median,fan_share_p05,fan_share_p95,fan_vote_index_mean,fan_vote_index_median,fan_vote_index_p05,fan_vote_index_p95
2,2,Master P,0.08,9.0,False,False,percent,0.11076902775198894,0.07888536540680377,0.005129893540806924,0.31721839649949785,-2.626277288923958,-2.4575946885742437,-5.267527275676525,-0.7665845632127326
2,2,Stacy Keibler,0.145,1.0,False,False,percent,0.12151142060521704,0.09068113795105154,0.0067470797014944055,0.33559367345984925,-2.4830084061351885,-2.3053465347532125,-4.991876289416066,-0.682992777266312
2,2,Tatum O'Neal,0.085,8.0,True,False,percent,0.09144347622810424,0.06597578559986328,0.005503985171094016,0.26727489302170215,-2.8116205499197515,-2.6502146503494393,-5.196763831101538,-1.0084930616923005
2,2,Tia Carrere,0.11,5.5,False,False,percent,0.10983360070528128,0.08385598190800325,0.007881038920013616,0.3083966948038048,-2.5573010572477277,-2.3910768111214207,-4.835384792818357,-0.8076296182437417
2,3,Drew Lachey,0.1483516483516483,1.5,False,False,percent,0.13006754815803842,0.10008365763491996,0.00655950720919572,0.3699026151353124,-2.400495666569262,-2.1962984579734828,-5.0202615813707805,-0.5326346199356883
2,3,George Hamilton,0.1208791208791208,5.5,False,False,percent,0.1288845488831667,0.09637773872586099,0.006903089369552566,0.34676928165428506,-2.428053411249381,-2.23813620876905,-4.968863131464367,-0.633271089930414
2,3,Giselle Fernandez,0.1208791208791208,5.5,True,False,percent,0.09765491246236464,0.07394075809739054,0.006930152885400739,0.2838124094610633,-2.7097737285115557,-2.527676164218528,-4.964920004058804,-0.925628688906241
2,3,Jerry Rice,0.1043956043956044,7.0,False,False,percent,0.1281374283114748,0.0956741096991322,0.008193165995067631,0.35278505443457875,-2.39875660752192,-2.246242067898434,-4.796227976809081,-0.6068194976097361
2,3,Lisa Rinna,0.1373626373626373,4.0,False,False,percent,0.12649905446157061,0.09891433116373774,0.00763428058854341,0.33548676706952807,-2.4432539066965706,-2.2093464211148173,-4.867455171080439,-0.6834732296828107
2,3,Master P,0.0769230769230769,8.0,False,False,percent,0.12898163156199832,0.09667615699792581,0.007716118610560789,0.33783083393433266,-2.397723888608618,-2.2347143156918965,-4.8567312142645624,-0.6729758105396161
2,3,Stacy Keibler,0.1483516483516483,1.5,False,False,percent,0.13415770861734677,0.09876293711945927,0.007121825994501634,0.3708676253400577,-2.3941940017526004,-2.211046114246596,-4.9374894873172925,-0.5284964936582153
2,3,Tia Carrere,0.1428571428571428,3.0,False,False,percent,0.12561716754403973,0.09743880936718786,0.007486304412906089,0.3399683622732311,-2.4137061611724384,-2.2260175629673986,-4.88716638517195,-0.6634352269382277
2,4,Drew Lachey,0.1772151898734177,1.0,False,False,percent,0.14917750779490985,0.11211828977914881,0.010624524234523697,0.40547219463649226,-2.2414005113184263,-2.069284381979314,-4.533909558341835,-0.382715306776339
2,4,George Hamilton,0.1329113924050632,6.0,False,False,percent,0.14698299039944387,0.12096930747111473,0.0067490657968018375,0.37299804530647873,-2.228789725250765,-1.983283142056611,-4.991579240413782,-0.5193786673984478
2,4,Jerry Rice,0.1518987341772152,5.0,False,False,percent,0.1542303150505929,0.1184190917118974,0.011074803997767536,0.39037293523811184,-2.1743568973417813,-2.007487895511763,-4.491954122028883,-0.4457466797108924
2,4,Lisa Rinna,0.1645569620253164,2.5,False,False,percent,0.14110037295084857,0.1120989129357858,0.007871795634993559,0.393861912359219,-2.28937944222224,-2.069480398875225,-4.8365910844582425,-0.4311076018977362
2,4,Master P,0.050632911392405,7.0,True,False,percent,0.10865689834171502,0.0799621439351555,0.005636863499124178,0.31095780924704686,-2.6253262561382065,-2.44286150918843,-5.17282099438532,-0.7956469596521608
2,4,Stacy Keibler,0.1645569620253164,2.5,False,False,percent,0.14972702997455442,0.11874724780027418,0.006861465865461297,0.4138295472969575,-2.2408672813928856,-2.0043487184400264,-4.974954342078616,-0.3481573871472387
2,4,Tia Carrere,0.1582278481012658,4.0,False,False,percent,0.15012488548793537,0.11738495093655532,0.007480549046632822,0.377560869950513,-2.232628844382977,-2.0174779670795036,-4.887943253243753,-0.49991405178596215
2,5,Drew Lachey,0.1788079470198675,2.0,False,False,percent,0.17169679121723147,0.13697187312903913,0.009922631765331718,0.44881613693047767,-2.0564384618750062,-1.840671683400719,-4.602965961831192,-0.20545640476167945
2,5,George Hamilton,0.1589403973509933,4.0,False,False,percent,0.17796383619577824,0.14543758486323566,0.010207128993396835,0.46387299217358,-1.9897559251284958,-1.7708541607152504,-4.574409302953373,-0.14476057949332097
2,5,Jerry Rice,0.152317880794702,5.0,False,False,percent,0.1715747874299005,0.13477405269009718,0.010840846292313137,0.4528304170990986,-2.0373601657687073,-1.8593910679451096,-4.513534182494079,-0.1892410927781418
2,5,Lisa Rinna,0.1655629139072847,3.0,False,False,percent,0.179707468994304,0.14788552358094842,0.014692464838062748,0.45428995888178636,-1.948093504888092,-1.7513031458395423,-4.205621145666366,-0.18335233959220185
2,5,Stacy Keibler,0.1986754966887417,1.0,False,False,percent,0.1707474630697549,0.14047192761848776,0.015548238842812371,0.42795286899067514,-1.978265631499653,-1.8113783818524487,-4.148138258860858,-0.2902106590930799
2,5,Tia Carrere,0.1456953642384106,6.0,True,False,percent,0.12830965309303083,0.0959231951302584,0.008607708277889904,0.35508251623835385,-2.3966485838197755,-2.2433670079495975,-4.746455212555892,-0.5967724858975205
2,6,Drew Lachey,0.225563909774436,1.5,False,False,percent,0.212896217273535,0.17329768362917441,0.017140195949286254,0.5321427149030804,-1.707732679074069,-1.5624362127839704,-4.049042140241626,0.1287486651177429
2,6,George Hamilton,0.1729323308270676,4.5,True,False,percent,0.142024120776504,0.1106923419604657,0.008438720834926246,0.39594399659817053,-2.3146138960553135,-2.083699183294268,-4.766456483152005,-0.42239511506775584
2,6,Jerry Rice,0.1729323308270676,4.5,False,False,percent,0.2047194360675719,0.1689320152407991,0.015797833130133887,0.5101587884064238,-1.8076711420980613,-1.5932152600025937,-4.131969879273107,0.04064077636153866
2,6,Lisa Rinna,0.2030075187969924,3.0,False,False,percent,0.2115190462160259,0.17740289144141855,0.013277379512128581,0.5539378215821894,-1.730483378498579,-1.534043391246847,-4.308327266105775,0.2165940970882345
2,6,Stacy Keibler,0.225563909774436,1.5,False,False,percent,0.22884117966636316,0.19293637461940227,0.020300843616467702,0.5512810419576554,-1.5764915922232672,-1.4310422911819582,-3.8771274257611554,0.20584799545032217
2,7,Drew Lachey,0.2696078431372549,1.5,False,False,percent,0.2800209632317434,0.245168532210925,0.025359174311081506,0.6509590491453029,-1.2956225132847567,-1.1245506932619613,-3.648931582917209,0.6232575862046893
2,7,Jerry Rice,0.2009803921568627,4.0,False,False,percent,0.2945577975327366,0.2634631987444028,0.029571517933929675,0.7028238724000321,-1.173066285053917,-1.0280455073963175,-3.4910098333565527,0.8607851553978528
2,7,Lisa Rinna,0.2598039215686274,3.0,True,False,percent,0.16206822580231453,0.12583593441385726,0.008711357870798945,0.4262457557761664,-2.1287029523666017,-1.9382985298258077,-4.734380874634175,-0.29718511221008626
2,7,Stacy Keibler,0.2696078431372549,1.5,False,False,percent,0.26335301343320544,0.2161926798530226,0.01977276379796886,0.6397937477213164,-1.4111418223823882,-1.2879969175533994,-3.9034789936312557,0.5744690648396232
2,8,Drew Lachey,0.3438729131809768,1.0,False,False,percent,0.3385167769023174,0.3087609492144098,0.026021795748189656,0.7649455080446742,-0.9604501525805966,-0.8059183626235689,-3.622454440974029,1.1799872320503593
2,8,Jerry Rice,0.3162063678588072,3.0,False,False,percent,0.3249697689231412,0.2889382846321621,0.02728261059812943,0.7288830083441641,-1.0390821759519253,-0.9005461675884896,-3.573845045236024,0.988983142786201
2,8,Stacy Keibler,0.339920718960216,2.0,False,False,percent,0.33651345417454137,0.292959055497526,0.02748407243296925,0.7665442325743987,-0.9752440004455534,-0.8810561269175374,-3.5662814558020597,1.1889031239743733
3,1,Emmitt Smith,0.1132075471698113,2.0,False,False,percent,0.08790998511480363,0.06504272091720098,0.004173037106333568,0.25283719320831083,-2.9151549939785606,-2.6654569757541244,-5.474930422088981,-1.0835386883638498
3,1,Harry Hamlin,0.080188679245283,8.0,False,False,percent,0.08699253640308921,0.06551213225607555,0.0045011727751242455,0.2625399328157413,-2.901506319979082,-2.6577698726255896,-5.3989303409482945,-1.032808906046548
3,1,Jerry Springer,0.0754716981132075,9.0,False,False,percent,0.09564735286947372,0.0653388679104413,0.005743974895190918,0.27717601008411064,-2.7870484042769963,-2.6606525733434254,-5.153845791150199,-0.9585130793711191
3,1,Joey Lawrence,0.0990566037735849,5.0,False,False,percent,0.0890983097158826,0.07105638806658268,0.005546560086633516,0.22848321031216515,-2.825724750093083,-2.5705752069357457,-5.189017288145009,-1.2168958089717994
3,1,Mario Lopez,0.1226415094339622,1.0,False,False,percent,0.09363409229934273,0.07293960622128867,0.004821623116154679,0.24691112039882657,-2.773786323483879,-2.5423874807727014,-5.329817274337269,-1.1151557260318534
3,1,Monique Coleman,0.0896226415094339,6.0,False,False,percent,0.09752108377169011,0.0721740357600529,0.006445469966823051,0.2738419946541278,-2.7248342947321227,-2.5537641392022152,-5.0379131731877935,-0.9752171668724307
3,1,Sara Evans,0.070754716981132,10.0,False,False,percent,0.09112537367903091,0.0637439991245757,0.005640253344572794,0.26231641185524474,-2.829530421731308,-2.6870155839884156,-5.172237546585045,-1.0339645202686494
3,1,Shanna Moakler,0.0849056603773584,7.0,False,False,percent,0.09318644105404186,0.07038408405309132,0.004419084036627482,0.25634624868954936,-2.809421514886477,-2.580804657067362,-5.417430348006485,-1.0650470524946754
3,1,Tucker Carlson,0.0566037735849056,11.0,True,False,percent,0.07801628830485788,0.05713564107247243,0.003336936849102501,0.22015877810922188,-3.029830287001137,-2.803494325415826,-5.699359826558606,-1.2647413739365974
3,1,Vivica A. Fox,0.1037735849056603,3.5,False,False,percent,0.08888801276942107,0.06687416204234926,0.0049568519791632695,0.24289871748786718,-2.84065408353216,-2.6357294024241638,-5.302019408971173,-1.1368529018586506
3,1,Willa Ford,0.1037735849056603,3.5,False,False,percent,0.09798052401836628,0.07430711475434641,0.003853979247954052,0.2853277194099077,-2.75978675471249,-2.5223360314419314,-5.554788483910436,-0.9181856791942089
3,2,Emmitt Smith,0.1043478260869565,3.5,False,False,percent,0.10013552805654918,0.0682572362441991,0.004932536233858461,0.286518617237781,-2.7414377273110695,-2.613796656621033,-5.306957978046868,-0.9123621182100234
3,2,Harry Hamlin,0.0913043478260869,8.0,False,False,percent,0.10236433265938222,0.07424818810571651,0.005380295794066856,0.2771810881876877,-2.7079780681515535,-2.5231998487216947,-5.219642979555302,-0.9584937263034149
3,2,Jerry Springer,0.0826086956521739,10.0,False,False,percent,0.09820249999064293,0.07375265597872001,0.005691535738037084,0.27561804228312076,-2.7496374350246606,-2.5304244785382437,-5.163068099056569,-0.9663064138210424
3,2,Joey Lawrence,0.1260869565217391,1.0,False,False,percent,0.10586887847200416,0.07681748132549991,0.006472157755235848,0.29091948038282384,-2.638964132251428,-2.486394829451487,-5.0337590643907815,-0.8909241062169195
3,2,Mario Lopez,0.0913043478260869,8.0,False,False,percent,0.10346255248005803,0.07919573262728352,0.0052716720575600486,0.2817022512192663,-2.6923921767294496,-2.4533268569267284,-5.240173706502805,-0.9360335085833907
3,2,Monique Coleman,0.1130434782608695,2.0,False,False,percent,0.10855694629196744,0.08403376882046176,0.00642433701652395,0.31545486747746543,-2.6446617522986795,-2.388761455484852,-5.04121768782804,-0.7747389566849827
3,2,Sara Evans,0.0913043478260869,8.0,False,False,percent,0.10331931522256749,0.07635766745507508,0.005500177217147451,0.2879148231950553,-2.6643261154981714,-2.4929012244861313,-5.197461669435787,-0.9055328594111101
3,2,Shanna Moakler,0.0956521739130434,6.0,True,False,percent,0.07634258485504458,0.05677448984624897,0.005011841635724401,0.23494730712857084,-3.0137963678810196,-2.8102183440959,-5.290932358268922,-1.180584198122153
3,2,Vivica A. Fox,0.1043478260869565,3.5,False,False,percent,0.10482737961844281,0.07847221622633527,0.004758732613040666,0.3013424579378513,-2.6539660378202825,-2.463288305125328,-5.343060141547238,-0.8409134829635342
3,2,Willa Ford,0.1,5.0,False,False,percent,0.09691998235334118,0.0703271799487522,0.005969587359859474,0.2855046568291922,-2.781427730108841,-2.581674519363375,-5.115090772135113,-0.9173192322769667
3,3,Emmitt Smith,0.0917874396135265,9.0,False,False,percent,0.11497885829441859,0.08841930411784939,0.006969190820705926,0.3203570773927202,-2.555496301577669,-2.3330908022363595,-4.959262566485026,-0.7521327310502266
3,3,Harry Hamlin,0.1062801932367149,5.5,True,False,percent,0.08462214729866531,0.06624070623476323,0.0050259598978371735,0.2289918084168098,-2.894618326369889,-2.6459261147494737,-5.288120070497613,-1.2140128243684547
3,3,Jerry Springer,0.1014492753623188,8.0,False,False,percent,0.11297600467740786,0.09560624939182916,0.007652581889818721,0.29425431533745294,-2.533468797429107,-2.2470269772697007,-4.865030454362925,-0.8748106233388534
3,3,Joey Lawrence,0.1062801932367149,5.5,False,False,percent,0.11383669109422966,0.09031682791697895,0.008272464801597688,0.3104278916559906,-2.543933698042169,-2.3097764877019618,-4.786522612064819,-0.7981229833577884
3,3,Mario Lopez,0.1062801932367149,5.5,False,False,percent,0.10653083551992974,0.08047581097250527,0.006302307009727915,0.29418814223835243,-2.633730186669575,-2.4359001807106706,-5.0608396694983675,-0.8751305028889119
3,3,Monique Coleman,0.1304347826086956,1.5,False,False,percent,0.11788055848835281,0.09351753761045291,0.007032784630589253,0.33072344954628047,-2.5116487208055585,-2.2714263638230268,-4.950154686100942,-0.7049150273131384
3,3,Sara Evans,0.1207729468599033,3.0,False,False,percent,0.10971633917106843,0.0845989693304986,0.006265524862250728,0.31607106853819095,-2.6581465203483017,-2.3814489089006656,-5.066409020036266,-0.7718869638463686
3,3,Vivica A. Fox,0.1304347826086956,1.5,False,False,percent,0.11490161993795583,0.08549674955355736,0.005126396095479219,0.30364495831161475,-2.5636652358159426,-2.3699030599958864,-5.2682132251060345,-0.8300023333601015
3,3,Willa Ford,0.1062801932367149,5.5,False,False,percent,0.12455694551797179,0.09807949008169266,0.006728675786235134,0.33284748869962894,-2.4452453886254637,-2.218749008549949,-4.994636138586367,-0.6953342792257237
3,4,Emmitt Smith,0.1212121212121212,5.0,False,False,percent,0.12520570037764822,0.0920325605130382,0.007122192732647918,0.34956755377632387,-2.457692186024145,-2.289066093168599,-4.937409015245942,-0.6209588121794307
3,4,Jerry Springer,0.1111111111111111,7.0,False,False,percent,0.13050107757275625,0.09488715145289942,0.007562241844065052,0.3602615322134003,-2.4205525885602635,-2.2553713258717245,-4.876996956772202,-0.5742292028796248
3,4,Joey Lawrence,0.1363636363636363,3.0,False,False,percent,0.13037538356260975,0.09729638092942797,0.0073059337299891565,0.3522105990037309,-2.4132492662201255,-2.2276546397941805,-4.9117536932230585,-0.6093370529352957
3,4,Mario Lopez,0.1464646464646464,1.0,False,False,percent,0.12490361637111735,0.09626795533558917,0.0063145210362783935,0.3370839310393002,-2.454247230759565,-2.2393977614504594,-5.058592741830844,-0.6763169983958045
3,4,Monique Coleman,0.1212121212121212,5.0,False,False,percent,0.13162415371231997,0.09836063887280105,0.009157145559220042,0.34979755805561336,-2.362370259773609,-2.2155744005659277,-4.684054875479184,-0.619934148549383
3,4,Sara Evans,0.101010101010101,8.0,False,False,percent,0.12997218673144192,0.0955863631091694,0.008161794444851031,0.37256205520189406,-2.401058254289309,-2.247257075663115,-4.800109965072864,-0.5212420374817671
3,4,Vivica A. Fox,0.1212121212121212,5.0,True,False,percent,0.09080017527045631,0.0659358814440287,0.005437852606932812,0.263907050983011,-2.828542175890932,-2.6508666143698716,-5.208921658710543,-1.0257601151762368
3,4,Willa Ford,0.1414141414141414,2.0,False,False,percent,0.13661770640165016,0.10180527271870429,0.007988815420253401,0.3645672848530995,-2.33885450294257,-2.177329345372538,-4.821692993714491,-0.5555952490857476
3,5,Emmitt Smith,0.149171270718232,2.5,False,False,percent,0.15359846442379513,0.12387784621168493,0.010595926461899493,0.41469443832662056,-2.165260306860801,-1.9562123436685241,-4.536634504487572,-0.34459216504840695
3,5,Jerry Springer,0.1325966850828729,6.5,False,False,percent,0.15766830458339548,0.12371876180049178,0.01019999627712571,0.4288553363959213,-2.1451553363107196,-1.9576929605097444,-4.575115698218832,-0.28652287802739473
3,5,Joey Lawrence,0.1381215469613259,5.0,False,False,percent,0.1634843781476747,0.13393689569164002,0.01127693803540587,0.423798949940384,-2.057995527191841,-1.8665923599205716,-4.473697475610203,-0.3071974900431917
3,5,Mario Lopez,0.149171270718232,2.5,False,False,percent,0.14932403769170918,0.1149352786969351,0.00789311638144637,0.4053868680129931,-2.227423945810459,-2.0412924601578757,-4.833848223718399,-0.3830798352377782
3,5,Monique Coleman,0.149171270718232,2.5,False,False,percent,0.15613339887682243,0.12514911315831712,0.009901391872773748,0.4224264196264073,-2.1431638808503934,-1.9445553243860756,-4.605130292769393,-0.3128205702242877
3,5,Sara Evans,0.1325966850828729,6.5,False,True,percent,0.10587008675188038,0.07264840344158932,0.005468283570482126,0.3193059486282248,-2.7156891949586863,-2.54670138838752,-5.203413539472346,-0.756963251501715
3,5,Willa Ford,0.149171270718232,2.5,True,False,percent,0.1139213295247227,0.08257020014883414,0.004872382636846855,0.3366329157179192,-2.5909713940149612,-2.40793280068894,-5.319356539349253,-0.6783355794238024
3,6,Emmitt Smith,0.211864406779661,2.0,False,False,percent,0.1975268879347893,0.15564946620166928,0.012422119424189608,0.5692357584805009,-1.8955891889785454,-1.6909612653750319,-4.3758286602011855,0.2787337720772766
3,6,Jerry Springer,0.1525423728813559,5.0,False,False,percent,0.19095013325188845,0.14925528233500385,0.012923828720215432,0.5218131204146895,-1.9023765162641908,-1.7404540580014907,-4.33567750305825,0.08730816679606866
3,6,Joey Lawrence,0.2033898305084746,3.0,False,False,percent,0.20430847901097793,0.15801882270044773,0.014591078033853394,0.5548023177482349,-1.8153908144429534,-1.6730440049536788,-4.212828361388929,0.22009345275569658
3,6,Mario Lopez,0.2372881355932203,1.0,False,False,percent,0.19921599092213213,0.1499419234899409,0.01265880893442181,0.5718977991082016,-1.8465547386649652,-1.735057242312743,-4.356662668725873,0.2895983780899896
3,6,Monique Coleman,0.1949152542372881,4.0,False,False,percent,0.20799850888021218,0.16485615344011206,0.013203243665556882,0.5353853269610224,-1.7730059409748586,-1.6225310207959187,-4.314019477225376,0.14177912192872336
3,7,Emmitt Smith,0.2111111111111111,1.5,False,False,percent,0.23248234721482716,0.18824417311587271,0.016394199055791436,0.5818988267683101,-1.6116527010157222,-1.4614596969828382,-4.094327406411232,0.3305888373047217
